doc_id,req_i_idx,req_j_idx,req_i,req_j,cosine_sim,final_verdict,conflict_type,notes
2009 - peppol,83,90,• The VCD system MUST provide a functionality t hat suggests a possible compilation of the VCD to  the economic operator according to the tender-specific criteria.,• The evidence submitted to the VCD system MUST correspond to the mapping information  suggested by the VCD system (o r the pre-VCD mapping tool).,0.555,NO,NONE,Confidence: 0.95 | Requirement A describes the VCD system's capability to generate a suggestion for a 'compilation' of 
2009 - peppol,59,202,An officer has to verify whether the provided data belongs to the  economic operator and has to assure its correctness because either the VCD packaging service would not work or would deliver incomple,"In  stages 2, 3 and 4 it will be necessary to establish a national service provider who will take care about  critical VCD processes and therewith ensure l egitimacy, trust and appropriate change mana",0.506,NO,NONE,Confidence: 0.95 | Requirement A describes a specific operational task: an officer's duty to verify data belonging to a
2009 - peppol,57,75,for identity & access management) should utilize  these infrastructures in order to lower the impl ementation efforts and to increase the acceptance  among stakeholders affected by these systems.,• A single-sign on SHOULD be implemented in order to allow identity and access management  across different systems.,0.563,NO,NONE,Confidence: 0.90 | Requirement A is a high-level architectural guideline or constraint stating that Identity & Access M
2009 - peppol,87,99,• The VCD system MUST have an interface/technical access to retrieve attestations that can be  automatically retrieved from issuing bodies.,- The VCD package MUST provide a functionality to add structural data of evidence to the VCD  package and VCD system (e.g.,0.619,NO,NONE,Confidence: 0.95 | Requirement A describes the system's ability to automatically retrieve 'attestations' from external 
2009 - peppol,45,244,"Therefore each national serv ice provider that provides a VCD (stage 2-4) and  all relevant key other stakeholder such as economic operators, contracting au thorities and certifiers  must be able to r","Measurement   The definition, specification, modelling or implement ation of the pre-VCD mapping tool will focus on  Articles 45 to 46   Requirement   Articles 47 to 50 open a wide range of different ",0.538,NO,NONE,Confidence: 0.90 | Requirement A describes the required capabilities or responsibilities of various national service pr
2009 - peppol,159,236,• A method and agreement procedure to develop a common standard schema of context specific  data MUST be defined.,2009)  Requirement  Evidential documents exchanged between partie s MUST be semantically harmonized in order  to be processed electronically.,0.519,NO,NONE,Confidence: 0.95 | Requirement A mandates the definition of a method and agreement procedure to develop a common standa
2009 - peppol,290,329,Time-stamping shall ensure that the submission of  a VCD is adequately documented for example to  verify that it has been sent or received previously to  the closure of a call for tender.,Requirement Time stamping SHOULD be applied in some processes to certify relevant date and time.,0.649,NO,NONE,Confidence: 0.95 | Requirement A specifies a mandatory (shall) time-stamping for a very specific use case: VCD submissi
2009 - peppol,111,241,• The evidence submitted to the VCD system MUST  be eligible for the requirements mentioned by  §§45– 46 of European Directive 2004/18/EC.,"pan-European needs          2009-05-19, Version 1.0 – pending EC approval  Any VCD instance SHOULD be specific with regards to a certain tender.",0.59,NO,NONE,Confidence: 0.95 | Requirement A mandates that the *evidence submitted to the VCD system* must comply with specific sec
2009 - peppol,304,314,Requirement The identity and access management procedures  for creating a VCD account SHOULD be  harmonized with the registration procedure of t he overall infrastructure provided by WP 8.,Requirement  The PEPPOL infrastructure MUST have the capability to submit a VCD to a contracting authority or  tendering platform.,0.517,NO,NONE,"Confidence: 1.00 | Requirement A deals with the internal administrative procedures for creating a VCD account, specific"
2009 - peppol,97,123,- The VCD package MUST provide a functionality to add economic operator data to the VCD  package and VCD system (e.g.,• The transport of a VCD package MUST be reliable.,0.545,NO,NONE,Confidence: 1.00 | Requirement A describes the functionality to add economic operator data to the VCD package and syste
2009 - peppol,128,189,Requirements: Authentication to VCD viewing system  • The VCD viewing system MUST provide a functionality to authenticate contracting authorities to  view the data contained within a VCD package.,Quality attributes of VCD networked package  • There MUST be an access policy that is issued by the economic operator that mandates a  contracting authority to request attestation fr om the national V,0.62,NO,NONE,Confidence: 1.00 | Requirement A specifies that the VCD viewing system must provide authentication functionality for co
2009 - peppol,119,172,"Quality attributes of VCD transportation system  • Both parties involved, contracting authorities and economic operators, MUST have an electronic  address for receiving/se nding VCD packages.",• A VCD system MUST provide a user-interface to the economic operator for uploading an existing  VCD package  • A VCD system MUST provide a functio nality to decompose an existing VCD package  • A VCD,0.587,NO,NONE,Confidence: 1.00 | Requirement A specifies a mandatory attribute for the parties involved (contracting authorities and 
2009 - peppol,168,220,• A VCD system MUST provide functionality to me rge the following data from several existing VCD  packages of other economic operators:  - Structural VCD package data  - Structural data of evidence  -,The economic operator therefore has to  provide a subset of the superset of  evidences that is relevant to a specific Call for Tender to its  National Service Provider or VCD system.,0.572,NO,NONE,"Confidence: 0.95 | Requirement A describes a VCD system's capability to *merge* structural data, including 'structural "
2009 - peppol,77,83,Requirements: Initialization of VCD Request  • The VCD System SHOULD make use of a single-si gn-on interface and function in order to submit  login data.,• The VCD system MUST provide a functionality t hat suggests a possible compilation of the VCD to  the economic operator according to the tender-specific criteria.,0.502,NO,NONE,Confidence: 1.00 | Requirement A specifies a technical integration detail for user authentication (Single Sign-On for l
2009 - peppol,5,42,In the same way the VCD as an implemented IT sy stem will enable contract ing authorities or their  eTendering systems to interpret and accept the documentation submitted by the economic  operator.,A formal procedure has to be found  how changes are applied to the sy stem.,0.535,NO,NONE,Confidence: 1.00 | Requirement A describes a specific functional capability of an IT system (VCD) related to interpreti
2009 - peppol,127,257,• A VCD will carry a unique identifier and information about security and quality enhancing policies  used by the certified VCD Servic e Provider when compiling the file.,The VCD package should  ensure equal treatment of foreign ec onomic operators by providing a t ool to submit evidence from one  member state to another.,0.565,NO,NONE,"Confidence: 1.00 | Requirement A describes the internal characteristics and content of a VCD (unique identifier, securi"
2009 - peppol,122,175,• The transportation system MUST ensure that  the VCD package is being delivered to the  contracting authority  • The transport of a VCD package MUST be confidential.,"In  order to ensure the level of completeness, the VCD network package needs to be extended stepwise  by including evidences which ar e sufficiently described through agreed and standardised context- ",0.501,NO,NONE,"Confidence: 0.95 | Requirement A focuses on the operational aspects of the 'transportation system', specifically mandat"
2009 - peppol,69,73,• Sensitive economic operator data MUST be placed to a VCD account by an officer.,• The economic operator MUST be able to delete his account.,0.551,NO,NONE,Confidence: 0.90 | Requirement A describes an action performed by an officer (placing sensitive data into a VCD account
2009 - peppol,126,147,• Non-repudiation of origin of a VCD package MUST be supported.,• The VCD system MUST provide a functionality to validate the provided context specific data  during the submission process of context specific data to ensure the data is consistent with the  VCD adva,0.567,NO,NONE,"Confidence: 1.00 | Requirement A focuses on ensuring the non-repudiation of the origin of a VCD package, typically achi"
2009 - peppol,179,188,• The VCD system MUST provide a functionality that enables National VCD Service Providers to  store attestations.,Feature: Implementing Articl e 52 of directive 2004/18/EC and EFTA EEA Committee decision  68/2006  • The VCD system SHOULD provide a functionality to approve attestations through validation data  and,0.571,NO,NONE,"Confidence: 1.00 | Requirement A mandates the system's ability to 'store attestations', focusing on data persistence. R"
2009 - peppol,9,219,In the long-run the VCD should be able to adequately fulfil the contracting  authorities’ need to prove suitability and non-exclusi on of economic operators according to certain  criteria while reduci,Having the relevant evidences and  criteria in place the economic operator will be enabl ed to get a mapping to the national attestations  that refer to those criteria via the pre-VCD mapp ing tool.,0.55,NO,NONE,Confidence: 0.95 | Requirement A describes the long-term goal for the VCD (Virtual Company Dossier) to enable contracti
2009 - peppol,23,218,• Input will come from the Articl es 45-50 of Directive 2004/18/EC  2.2.3.2 Appearance of European criteria within Call for tenders (Notification)  • Superset of evidences: The formal representation w,Having  the relevant criteria in place the economic oper ator will be enabled to get a mapping to the national  attestations that refer to those criteria via the pre-VCD mapping tool.,0.523,NO,NONE,Confidence: 1.00 | Requirement A describes the source and appearance of 'European criteria' within 'Call for tenders'. 
2009 - peppol,122,261,• The transportation system MUST ensure that  the VCD package is being delivered to the  contracting authority  • The transport of a VCD package MUST be confidential.,Requirement  The possibility of a definition of a minimum validity of a VCD package has to be defined       P e n d i n g       E C       a p p r o v a l   PEPPOL Deliverable D2.1:   page 78 of 127  F,0.557,NO,NONE,Confidence: 1.00 | Requirement A specifies functional constraints related to the delivery and confidentiality of a VCD 
2009 - peppol,120,300,• The transport of a VCD package MUST be initiated by the economic operator.,especially to maintain and sustain a pre-VCD mapping tool in long term and  therewith to ensure (re-)liable functions) The dedicated governing model should have the necessary  status and power to gove,0.511,NO,NONE,Confidence: 0.95 | Requirement A specifies that the transport of a VCD package must be initiated by the economic operat
2009 - peppol,90,214,• The evidence submitted to the VCD system MUST correspond to the mapping information  suggested by the VCD system (o r the pre-VCD mapping tool).,Any national pilot solution that will be developed using resources of  PEPPOL must use the pre-VCD mapping tool in  order to achieve the desired objectives.,0.648,NO,NONE,Confidence: 1.00 | Requirement A states that evidence must correspond to mapping information from either the VCD system
2009 - peppol,147,181,• The VCD system MUST provide a functionality to validate the provided context specific data  during the submission process of context specific data to ensure the data is consistent with the  VCD adva,• The VCD system MUST ensure that a contracting authority is able to request attestations via the  provided reference (including time-restrictions).,0.63,NO,NONE,Confidence: 1.00 | Requirement A specifies a data validation functionality for submitted context-specific data to ensur
2009 - peppol,5,68,In the same way the VCD as an implemented IT sy stem will enable contract ing authorities or their  eTendering systems to interpret and accept the documentation submitted by the economic  operator.,Requirements: VCD account management   • An officer has to create a VCD account for the economic operator.,0.508,NO,NONE,Confidence: 1.00 | Requirement A describes the VCD system's functionality in enabling contracting authorities to interp
2009 - peppol,6,200,"For all parties (economic operator, intermediary, contracting authority, issuing bodies) it will be of  high importance that the VCD Servic e Providers are trustworthy; this implies that the services ","In order to avoid the  necessity to establish a connectivity matrix from all contracting authorit ies to all attestation providers,  the national VCD service provider has to act as a proxy.",0.568,NO,NONE,Confidence: 1.00 | Requirement A establishes a critical quality attribute (trustworthiness) for VCD Service Providers. 
2009 - peppol,82,227,Requirements: Arrangement of VCD instance  • The VCD system MUST have an interface to receive and process the information (mapping of  evidence) provided by the pre-VCD mapping tool.,A VCD than will have to consider several standards and  methodologies that relate to record management  and metadata development.,0.621,NO,NONE,Confidence: 1.00 | Requirement A specifies an input interface for the VCD system to receive information from a pre-VCD 
2009 - peppol,54,165,Furthermore the VCD package needs to  provide the ability to be human readable thus a VCD vi ewing system is introduced in this stage too.,Requirements: Advanced VCD creation service  • A VCD system MUST provide a user-interface to the economic operator to initiate the creation of a  VCD advanced package.,0.602,NO,NONE,Confidence: 1.00 | Requirement A specifies the need for VCD packages to be human-readable and introduces a 'VCD viewing
2009 - peppol,120,142,• The transport of a VCD package MUST be initiated by the economic operator.,Requirements: context specific data  • A VCD system MUST provide functionality to collect and process context specific data for  evidence that has to be provided manually or semi-automatically by the ,0.53,NO,NONE,Confidence: 1.00 | Requirement A specifies who initiates the transport of a VCD package (the economic operator). Requir
2009 - peppol,104,143,Quality attributes of VCD system  • VCD system MUST be operated by at l east one national VCD service provider  • The VCD system MUST have the status of a trusted system.,• A VCD system MUST provide functionality to collect and process context specific data for  evidence that has to be provided automatically by the issuing body.,0.593,NO,NONE,Confidence: 1.00 | Requirement A specifies operational constraints (who operates the system) and a quality attribute (t
2009 - peppol,31,33,• Legitimacy of standard mapping template MUST be ensured.,"For that  purpose, a basic infrastructure or system archit ecture or a mapping facility has to be defined.",0.504,NO,NONE,Confidence: 1.00 | Requirement A states that the legitimacy of a standard mapping template must be ensured. Requirement
2009 - peppol,152,182,• The rule set derived from legal requirements concerning subcontracting and other consortium  constellations MUST be defined  • A functionality to display context specific data SHOULD/MUST be include,"• The functionality for referencing to attestations  within the VCD MUST be implemented, either  VCD-specific or contracting au thority-specific, in order to approve whether the contracting  authority",0.59,NO,NONE,Confidence: 1.00 | Requirement A focuses on two main aspects: 1) the definition of rule sets derived from legal require
2009 - peppol,69,79,• Sensitive economic operator data MUST be placed to a VCD account by an officer.,"pan-European needs          2009-05-19, Version 1.0 – pending EC approval  • The VCD system MUST provide an interface where the economic operator can provide non- sensitive economic operator data.",0.656,NO,NONE,Confidence: 1.00 | Requirement A specifies that *sensitive* economic operator data must be placed into a VCD account by
2009 - peppol,119,165,"Quality attributes of VCD transportation system  • Both parties involved, contracting authorities and economic operators, MUST have an electronic  address for receiving/se nding VCD packages.",Requirements: Advanced VCD creation service  • A VCD system MUST provide a user-interface to the economic operator to initiate the creation of a  VCD advanced package.,0.655,NO,NONE,"Confidence: 1.00 | Requirement A mandates that 'Both parties involved, contracting authorities and economic operators, "
2009 - peppol,127,183,• A VCD will carry a unique identifier and information about security and quality enhancing policies  used by the certified VCD Servic e Provider when compiling the file.,• VCD-specific or contracting author ity-specific reference to attestations MUST be stored within the  VCD system (processing instructions).,0.667,NO,NONE,Confidence: 0.95 | Requirement A specifies that a VCD (Verified/Validated Certificate Data) will contain or carry a uni
2009 - peppol,142,179,Requirements: context specific data  • A VCD system MUST provide functionality to collect and process context specific data for  evidence that has to be provided manually or semi-automatically by the ,• The VCD system MUST provide a functionality that enables National VCD Service Providers to  store attestations.,0.668,YES,OVERLAP,Confidence: 0.90 | Requirement A mandates the VCD system to collect and process 'context specific data for evidence'. P
2009 - peppol,155,309,"pan-European needs          2009-05-19, Version 1.0 – pending EC approval  • Evidences that have a simple structure and limited variety of contents MUST be included into the  common standard schema fi","pan-European needs          2009-05-19, Version 1.0 – pending EC approval  In such cases, every partner in  the collaboration needs to be ad dressable so electronic documents  can be exchanged from en",0.665,NO,NONE,Confidence: 1.00 | Requirement A specifies a rule for including certain types of 'evidences' (those with simple structu
2009 - peppol,147,172,• The VCD system MUST provide a functionality to validate the provided context specific data  during the submission process of context specific data to ensure the data is consistent with the  VCD adva,• A VCD system MUST provide a user-interface to the economic operator for uploading an existing  VCD package  • A VCD system MUST provide a functio nality to decompose an existing VCD package  • A VCD,0.732,NO,NONE,Confidence: 1.00 | Requirement A describes the functionality to validate context-specific data during submission to ens
2009 - peppol,170,175,The types of data which have to be compiled into a VCD advanced package are  therefore:  - Structural VCD package data  - Structural data of evidence  - Tender specific data  - Economic operator data ,"In  order to ensure the level of completeness, the VCD network package needs to be extended stepwise  by including evidences which ar e sufficiently described through agreed and standardised context- ",0.655,NO,NONE,Confidence: 0.90 | Requirement A defines a list of specific data types that must be compiled into a 'VCD advanced packa
2009 - peppol,273,319,"pan-European needs          2009-05-19, Version 1.0 – pending EC approval  Requirements  The legal regulation applicable for the European Service Provider MUST be defined.","pan-European needs          2009-05-19, Version 1.0 – pending EC approval  Requirement  It MUST be possible to apply the validation service provided by WP1 to a VCD in order to enable  economic operat",0.712,NO,NONE,Confidence: 1.00 | Requirement A specifies the need to define applicable legal regulations for a European Service Provi
2009 - peppol,96,221,- The VCD package MUST provide a functionality to add tender-specific data to the VCD package  and VCD system (e.g.,Requirement  Any VCD system must have an interface to provide tender-specific data and (in particular the relevant  criteria subset) in order to perform the mapping.,0.732,YES,OVERLAP,Confidence: 0.90 | Both requirements address the functionality of handling 'tender-specific data' within the 'VCD syste
2009 - peppol,103,120,• The VCD system MUST provide interfaces to  deliver the VCD to the economic operator.,• The transport of a VCD package MUST be initiated by the economic operator.,0.796,NO,NONE,Confidence: 1.00 | Requirement A states that the VCD system must provide the interfaces necessary for delivery. This de
2009 - peppol,9,350,In the long-run the VCD should be able to adequately fulfil the contracting  authorities’ need to prove suitability and non-exclusi on of economic operators according to certain  criteria while reduci,In the long-run the VCD should be able to adequately fulfil the  contracting authorities’ need to proof conformance to certain criteria for qualitative selection and  exclusion while reducing the burd,0.895,YES,OVERLAP,Confidence: 0.95 | Both requirements describe the same core functionality: enabling contracting authorities to assess e
2009 - peppol,274,277,Measurement  Definition of the legal basis for the es tablishment of such Service Provider    Requirements  A suitable way to establish the relevant regulation for the European Service Provider MUST b,Measurement  Definition of the legal basis for the es tablishment of such Service Provider    Requirements  The legal regulation applicable for the National Service Provider MUST be defined.,0.947,NO,NONE,"Confidence: 1.00 | Both requirements concern the definition of the legal basis for a 'Service Provider'. However, Requi"
2010 - mashboot,40,43,A member should be able to delete a campaign 27.,A member should be able to delete existing content from supported services 30.,0.644,YES,OVERLAP,Confidence: 0.80 | Requirement A specifies the deletion of a 'campaign'. Requirement B specifies the deletion of 'exist
2010 - mashboot,15,20,A user should be able to register a new account 2.,A user's email should be veried when registering a new account.,0.691,NO,NONE,Confidence: 1.00 | Requirement A defines the core functionality of account registration. Requirement B specifies a cond
2010 - mashboot,30,36,An admin should be able to delete any campaign 13 17.,A member should be able to delete individual campaign elements 23.,0.802,NO,NONE,Confidence: 1.00 | Requirement A describes an 'admin' deleting 'any campaign' (the whole entity). Requirement B describ
2010 - mashboot,4,5,Authentication Mashbot will allow the use of external authentication modules for user login.,Mashbot will also provide an internal authentication mechanism in case an external module is unavailable.,0.826,NO,NONE,Confidence: 1.00 | Requirement A specifies that the system will support external authentication modules. Requirement B 
2010 - split merge,28,29, Default environment: The user selects a previously saved environment file that  will be automatically loaded at start up., Default working directory: The directory where the documents will be saved and  loaded by default.,0.589,NO,NONE,Confidence: 1.00 | Requirement A specifies the automatic loading of a 'default environment file' at startup. This file 
2010 - split merge,4,6,− Split odd pages : the input file will be split at every odd page.,− Split at this size : the input file will be split in files of the given size (roughly) .,0.684,YES,CONTRADICTION,Confidence: 0.95 | Requirement A defines split points based on the internal page structure of a document (at every odd 
2010 - split merge,11,12,"[FILENUMBER13] will  generate prefi xes like '13', '14'...) .","[FILENUMBER###13] will generate prefixes like '013', '014'...).",0.757,YES,CONTRADICTION,"Confidence: 0.95 | Requirement A specifies that prefixes will be generated in a two-digit format (e.g., '13', '14'). Re"
2010 - split merge,2,3,− Split every “n” pages : the input file will be split every “ n” pages.,− Split even pages : the input file will be split at every even page.,0.84,YES,CONTRADICTION,"Confidence: 0.90 | Requirement A specifies that the input file will be split at every 'n' pages, where 'n' is a variabl"
2010 - split merge,8,24, Output options : Here the user can define a pattern that will generate filenames  for the output files., Output options: Here the user can define a pattern that will generate filenames for the output files.,1.0,YES,OVERLAP,Confidence: 1.00 | Both Requirement A and Requirement B are identically worded and describe precisely the same function
