doc_id,req_i_idx,req_j_idx,req_i,req_j,cosine_sim,annotator1_conflict,annotator2_conflict,conflict_type,notes
0000 - gamma j,70,83,Actors:  Customer  Weborder System    Preconditions:  Customer must be logged-in on the system.,Actors:  Administrator  Weborder System    Preconditions:  Administrator must be able to access the weborder system via a web browser with HTTPS.,0.738,,,,
0000 - gamma j,70,84,Actors:  Customer  Weborder System    Preconditions:  Customer must be logged-in on the system.,Actors:  Sales Person  Weborder System    Preconditions:  Sales Person account must already be registered.,0.803,,,,
0000 - gamma j,70,85,Actors:  Customer  Weborder System    Preconditions:  Customer must be logged-in on the system.,Actors:  Sales Person   Weborder System    Preconditions:  Sales Person must be logged-in on the system.,0.926,,,,
0000 - gamma j,70,86,Actors:  Customer  Weborder System    Preconditions:  Customer must be logged-in on the system.,Actors:  Sales Person  Weborder System    Preconditions:  Sales Person must be able to access the weborder system via a web browser with HTTPS.,0.808,,,,
0000 - gamma j,70,87,Actors:  Customer  Weborder System    Preconditions:  Customer must be logged-in on the system.,Actors:  Sales Person  Weborder System    Preconditions:  Sales Person must be able to access the weborder system via a web browser with HTTPS.,0.808,,,,
0000 - gamma j,70,88,Actors:  Customer  Weborder System    Preconditions:  Customer must be logged-in on the system.,Actors:  Sales Person  Weborder System    Preconditions:  Sales Person must be able to access the weborder system via a web browser with HTTPS.,0.808,,,,
0000 - gamma j,70,89,Actors:  Customer  Weborder System    Preconditions:  Customer must be logged-in on the system.,Actors:  Customer  Weborder System    Preconditions:  Customer must be able to access the weborder system via a web browser with HTTPS.,0.832,,,,
0000 - gamma j,70,90,Actors:  Customer  Weborder System    Preconditions:  Customer must be logged-in on the system.,Actors:  Customer  Weborder System    Preconditions:  Customer account must already be registered.,0.895,,,,
0000 - gamma j,70,91,Actors:  Customer  Weborder System    Preconditions:  Customer must be logged-in on the system.,Actors:  Customer  Weborder System    Preconditions:  Customer must be logged-in on the system.,1.000,,,,
0000 - gamma j,70,92,Actors:  Customer  Weborder System    Preconditions:  Customer must be logged-in on the system.,Actors:  Customer  GAMMA-J Web Store   39   Weborder System    Preconditions:  Customer must be logged-in on the system.,0.886,,,,
0000 - gamma j,70,93,Actors:  Customer  Weborder System    Preconditions:  Customer must be logged-in on the system.,Add Item To Cart    Goal:  Customer adds item(s) in the cart    Actors:  Customer  System    Preconditions:   The customer must be logged-in on the system.,0.638,,,,
0000 - gamma j,70,94,Actors:  Customer  Weborder System    Preconditions:  Customer must be logged-in on the system.,Customer must be logged-in on the system.,0.618,,,,
0000 - gamma j,71,72,Actors:  GAMMA-J Web Store   28   Customer  Weborder System    Preconditions:  Customer must be logged-in on the system.,Add Item To Cart    Goal:  Customer adds item(s) in the cart    Actors:  Customer  System    Preconditions:   The customer must be logged-in on the system.,0.506,,,,
0000 - gamma j,71,73,Actors:  GAMMA-J Web Store   28   Customer  Weborder System    Preconditions:  Customer must be logged-in on the system.,Customer must be logged-in on the system.,0.547,,,,
0000 - gamma j,71,75,Actors:  GAMMA-J Web Store   28   Customer  Weborder System    Preconditions:  Customer must be logged-in on the system.,Actors:  Administrator   Weborder System    Preconditions:  Administrator account must already be registered.,0.714,,,,
0000 - gamma j,71,76,Actors:  GAMMA-J Web Store   28   Customer  Weborder System    Preconditions:  Customer must be logged-in on the system.,Actors:  Administrator   Weborder System    Preconditions:  Administrator must be logged-in on the system.,0.770,,,,
0000 - gamma j,71,77,Actors:  GAMMA-J Web Store   28   Customer  Weborder System    Preconditions:  Customer must be logged-in on the system.,Actors:  GAMMA-J Web Store   31   Administrator  Weborder System    Preconditions:  Administrator must be able to access the weborder system via a web browser with HTTPS.,0.823,,,,
0000 - gamma j,71,78,Actors:  GAMMA-J Web Store   28   Customer  Weborder System    Preconditions:  Customer must be logged-in on the system.,Actors:  Administrator  Weborder System    Preconditions:  Administrator must be able to access the weborder system via a web browser with HTTPS.,0.673,,,,
0000 - gamma j,71,79,Actors:  GAMMA-J Web Store   28   Customer  Weborder System    Preconditions:  Customer must be logged-in on the system.,Actors:  Administrator  GAMMA-J Web Store   32   Weborder System    Preconditions:  Administrator must be able to access the weborder system via a web browser with HTTPS.,0.799,,,,
0000 - gamma j,71,80,Actors:  GAMMA-J Web Store   28   Customer  Weborder System    Preconditions:  Customer must be logged-in on the system.,Actors:  Administrator  Weborder System    Preconditions:  Administrator must be able to access the weborder system via a web browser with HTTPS.,0.673,,,,
0000 - gamma j,71,81,Actors:  GAMMA-J Web Store   28   Customer  Weborder System    Preconditions:  Customer must be logged-in on the system.,Actors:  Administrator  Weborder System    GAMMA-J Web Store   33   Preconditions:  Administrator must be able to access the weborder system via a web browser with HTTPS.,0.802,,,,
0000 - gamma j,71,82,Actors:  GAMMA-J Web Store   28   Customer  Weborder System    Preconditions:  Customer must be logged-in on the system.,Actors:  Administrator  Weborder System    Preconditions:  Administrator must be able to access the weborder system via a web browser with HTTPS.,0.673,,,,
0000 - gamma j,71,83,Actors:  GAMMA-J Web Store   28   Customer  Weborder System    Preconditions:  Customer must be logged-in on the system.,Actors:  Administrator  Weborder System    Preconditions:  Administrator must be able to access the weborder system via a web browser with HTTPS.,0.673,,,,
0000 - gamma j,71,84,Actors:  GAMMA-J Web Store   28   Customer  Weborder System    Preconditions:  Customer must be logged-in on the system.,Actors:  Sales Person  Weborder System    Preconditions:  Sales Person account must already be registered.,0.719,,,,
0000 - gamma j,71,85,Actors:  GAMMA-J Web Store   28   Customer  Weborder System    Preconditions:  Customer must be logged-in on the system.,Actors:  Sales Person   Weborder System    Preconditions:  Sales Person must be logged-in on the system.,0.815,,,,
0000 - gamma j,71,86,Actors:  GAMMA-J Web Store   28   Customer  Weborder System    Preconditions:  Customer must be logged-in on the system.,Actors:  Sales Person  Weborder System    Preconditions:  Sales Person must be able to access the weborder system via a web browser with HTTPS.,0.718,,,,
0000 - gamma j,71,87,Actors:  GAMMA-J Web Store   28   Customer  Weborder System    Preconditions:  Customer must be logged-in on the system.,Actors:  Sales Person  Weborder System    Preconditions:  Sales Person must be able to access the weborder system via a web browser with HTTPS.,0.718,,,,
0000 - gamma j,71,88,Actors:  GAMMA-J Web Store   28   Customer  Weborder System    Preconditions:  Customer must be logged-in on the system.,Actors:  Sales Person  Weborder System    Preconditions:  Sales Person must be able to access the weborder system via a web browser with HTTPS.,0.718,,,,
0000 - gamma j,71,89,Actors:  GAMMA-J Web Store   28   Customer  Weborder System    Preconditions:  Customer must be logged-in on the system.,Actors:  Customer  Weborder System    Preconditions:  Customer must be able to access the weborder system via a web browser with HTTPS.,0.741,,,,
0000 - gamma j,71,90,Actors:  GAMMA-J Web Store   28   Customer  Weborder System    Preconditions:  Customer must be logged-in on the system.,Actors:  Customer  Weborder System    Preconditions:  Customer account must already be registered.,0.797,,,,
0000 - gamma j,71,91,Actors:  GAMMA-J Web Store   28   Customer  Weborder System    Preconditions:  Customer must be logged-in on the system.,Actors:  Customer  Weborder System    Preconditions:  Customer must be logged-in on the system.,0.875,,,,
